task_type,query,GT_topics,GT_keywords,PRED_topics,PRED_keywords,raw_output,parsed_output
topic和keywords,肥厚型心肌病患者中筛查法布雷病的临床依据及基于性别和年龄进行风险分层的可行性与年龄节点选择,,,法布雷病 (Fabry disease),"肥厚型心肌病 (Heterotaxic cardiomyopathy), 筛查, 临床依据, 性别分层, 年龄分层, 风险评分, 年龄节点选择","{""data"": {""result"": ""{\""topics\"":\""法布雷病 (Fabry disease)\"",\""keywords\"":\""肥厚型心肌病 (Heterotaxic cardiomyopathy), 筛查, 临床依据, 性别分层, 年龄分层, 风险评分, 年龄节点选择\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0cf4e24f3c944e978b6ee33ebfaed4c1"", ""object"": ""chat.completion"", ""created"": 1781077968, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""法布雷病 (Fabry disease)\"",\""keywords\"":\""肥厚型心肌病 (Heterotaxic cardiomyopathy), 筛查, 临床依据, 性别分层, 年龄分层, 风险评分, 年龄节点选择\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 52, ""total_tokens"": 153}}}","{""topics"": ""法布雷病 (Fabry disease)"", ""keywords"": ""肥厚型心肌病 (Heterotaxic cardiomyopathy), 筛查, 临床依据, 性别分层, 年龄分层, 风险评分, 年龄节点选择""}"
topic和keywords,肝细胞癌影像组学在评估免疫治疗效果中的应用,,,肝细胞癌,"影像组学, 免疫治疗, 评估","{""data"": {""result"": ""{\""topics\"":\""肝细胞癌\"",\""keywords\"":\""影像组学, 免疫治疗, 评估\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6f33eab77f4846da987dc881664092aa"", ""object"": ""chat.completion"", ""created"": 1781077969, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""肝细胞癌\"",\""keywords\"":\""影像组学, 免疫治疗, 评估\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 20, ""total_tokens"": 106}}}","{""topics"": ""肝细胞癌"", ""keywords"": ""影像组学, 免疫治疗, 评估""}"
topic和keywords,美国儿童低级别胶质瘤粗发病例数据是多少,低级别胶质瘤,美国儿童；粗发病例数据,美国儿童低级别胶质瘤,"粗发病例, 数据","{""data"": {""result"": ""{\""topics\"":\""美国儿童低级别胶质瘤\"",\""keywords\"":\""粗发病例, 数据\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b003aa7fa0be4ad1b73cb61262bdcb20"", ""object"": ""chat.completion"", ""created"": 1781077970, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""美国儿童低级别胶质瘤\"",\""keywords\"":\""粗发病例, 数据\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 19, ""total_tokens"": 105}}}","{""topics"": ""美国儿童低级别胶质瘤"", ""keywords"": ""粗发病例, 数据""}"
topic和keywords,TME中的可溶性介质的分泌,,,TME (肿瘤微环境),"可溶性介质, 分泌","{""data"": {""result"": ""{\""topics\"":\""TME (肿瘤微环境)\"",\""keywords\"":\""可溶性介质, 分泌\""}""}, ""raw_openai"": {""id"": ""chatcmpl-01badc31de1943eb9a0df4428a390607"", ""object"": ""chat.completion"", ""created"": 1781077970, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""TME (肿瘤微环境)\"",\""keywords\"":\""可溶性介质, 分泌\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 19, ""total_tokens"": 102}}}","{""topics"": ""TME (肿瘤微环境)"", ""keywords"": ""可溶性介质, 分泌""}"
topic和keywords,重组牛碱性成纤维细胞生长因子外用凝胶治疗脂溢性角化病的临床疗效与安全性研究,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-846024fafbd24bddace0efc651125cc4"", ""object"": ""chat.completion"", ""created"": 1781077970, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 6, ""total_tokens"": 103}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,肿瘤患者多病共存干预研究,肿瘤,多病共存；干预研究,肿瘤患者多病共存,干预研究,"{""data"": {""result"": ""{\""topics\"":\""肿瘤患者多病共存\"",\""keywords\"":\""干预研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d4c4e8cd7ec8446f81f9124f8d08aa63"", ""object"": ""chat.completion"", ""created"": 1781077971, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""肿瘤患者多病共存\"",\""keywords\"":\""干预研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 14, ""total_tokens"": 96}}}","{""topics"": ""肿瘤患者多病共存"", ""keywords"": ""干预研究""}"
topic和keywords,什么是化脓性细菌和非化脓性细菌，二者在临床上如何鉴别？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-912fe75c49ab42f484ab755290160717"", ""object"": ""chat.completion"", ""created"": 1781077971, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 6, ""total_tokens"": 98}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,局部复发直肠癌 放化疗 综述,直肠癌,局部复发；放化疗,直肠癌,"局部复发, 放化疗, 综述","{""data"": {""result"": ""{\""topics\"":\""直肠癌\"",\""keywords\"":\""局部复发, 放化疗, 综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3e853e7d3f44498499e389884e0ec7bf"", ""object"": ""chat.completion"", ""created"": 1781077971, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""直肠癌\"",\""keywords\"":\""局部复发, 放化疗, 综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 17, ""total_tokens"": 100}}}","{""topics"": ""直肠癌"", ""keywords"": ""局部复发, 放化疗, 综述""}"
topic和keywords,总结一下Miracle试验的最新结果,Miracle试验,结果,Miracle trial,Latest results,"{""data"": {""result"": ""{\""topics\"":\""Miracle trial\"",\""keywords\"":\""Latest results\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bd43d45ea173479dad33728734bc5243"", ""object"": ""chat.completion"", ""created"": 1781077972, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Miracle trial\"",\""keywords\"":\""Latest results\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 12, ""total_tokens"": 93}}}","{""topics"": ""Miracle trial"", ""keywords"": ""Latest results""}"
topic和keywords,对于CKD2期患者，氯氮平急性中毒的药代动力学特征（如半衰期、清除率、血药浓度与毒性反应的相关性）与血药浓度监测的临床意义，近10年的药代动力学研究或临床指南是否提供了具体指导？,,,"CKD2期患者, 氯氮平急性中毒","药代动力学特征, 半衰期, 清除率, 血药浓度, 毒性反应, 血药浓度监测, 临床意义, 近10年, 药代动力学研究, 临床指南","{""data"": {""result"": ""{\""topics\"":\""CKD2期患者, 氯氮平急性中毒\"",\""keywords\"":\""药代动力学特征, 半衰期, 清除率, 血药浓度, 毒性反应, 血药浓度监测, 临床意义, 近10年, 药代动力学研究, 临床指南\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c5eaf9cb84294ab094fcb8169cf88e12"", ""object"": ""chat.completion"", ""created"": 1781077973, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""CKD2期患者, 氯氮平急性中毒\"",\""keywords\"":\""药代动力学特征, 半衰期, 清除率, 血药浓度, 毒性反应, 血药浓度监测, 临床意义, 近10年, 药代动力学研究, 临床指南\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 133, ""completion_tokens"": 67, ""total_tokens"": 200}}}","{""topics"": ""CKD2期患者, 氯氮平急性中毒"", ""keywords"": ""药代动力学特征, 半衰期, 清除率, 血药浓度, 毒性反应, 血药浓度监测, 临床意义, 近10年, 药代动力学研究, 临床指南""}"
topic和keywords,肛管鳞癌指南 初始放化疗 化疗时间,肛管鳞癌,指南；初始放化疗；时间,肛管鳞癌,"初始放化疗, 化疗时间","{""data"": {""result"": ""{\""topics\"":\""肛管鳞癌\"",\""keywords\"":\""初始放化疗, 化疗时间\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ea6d357fee3546f496f2b8d41c95b5a4"", ""object"": ""chat.completion"", ""created"": 1781077974, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""肛管鳞癌\"",\""keywords\"":\""初始放化疗, 化疗时间\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 18, ""total_tokens"": 105}}}","{""topics"": ""肛管鳞癌"", ""keywords"": ""初始放化疗, 化疗时间""}"
topic和keywords,什么是东莨菪碱？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fdc74d739b2e40728dc17f87699d9c73"", ""object"": ""chat.completion"", ""created"": 1781077974, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 6, ""total_tokens"": 89}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,"Total marrow and lymphoid irradiation in combination with cyclophosphamide and etoposide before haematopoietic cell transplantation for relapsed or refractory acute leukaemia: a single- centre, open-label, phase 2 trial",,,"Total marrow and lymphoid irradiation, Haematopoietic cell transplantation, Relapsed or refractory acute leukaemia","Cyclophosphamide, Etoposide, Pre-transplant, Phase 2 trial, Single-centre, Open-label","{""data"": {""result"": ""{\""topics\"":\""Total marrow and lymphoid irradiation, Haematopoietic cell transplantation, Relapsed or refractory acute leukaemia\"",\""keywords\"":\""Cyclophosphamide, Etoposide, Pre-transplant, Phase 2 trial, Single-centre, Open-label\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f803e6ca363e42e8a825fbef17ff9d21"", ""object"": ""chat.completion"", ""created"": 1781077976, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Total marrow and lymphoid irradiation, Haematopoietic cell transplantation, Relapsed or refractory acute leukaemia\"",\""keywords\"":\""Cyclophosphamide, Etoposide, Pre-transplant, Phase 2 trial, Single-centre, Open-label\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 126, ""completion_tokens"": 59, ""total_tokens"": 185}}}","{""topics"": ""Total marrow and lymphoid irradiation, Haematopoietic cell transplantation, Relapsed or refractory acute leukaemia"", ""keywords"": ""Cyclophosphamide, Etoposide, Pre-transplant, Phase 2 trial, Single-centre, Open-label""}"
topic和keywords,新冠疫情后的疾病负担情况如何？,,,新冠疫情,疾病负担,"{""data"": {""result"": ""{\""topics\"":\""新冠疫情\"",\""keywords\"":\""疾病负担\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6faa4107dd044717a12e3a362b2e6351"", ""object"": ""chat.completion"", ""created"": 1781077976, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""新冠疫情\"",\""keywords\"":\""疾病负担\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 10, ""total_tokens"": 92}}}","{""topics"": ""新冠疫情"", ""keywords"": ""疾病负担""}"
topic和keywords,术后疼痛的发生率是多少？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-366bb9354b10464ab6d1269b2eaaaf03"", ""object"": ""chat.completion"", ""created"": 1781077976, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 6, ""total_tokens"": 87}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,卵巢不敏感综合征调控NLRP3炎症小体激活的分子机制及关键ROS类型研究,,,卵巢不敏感综合征 (Ovarian Insensitivity),"NLRP3炎症小体, 分子机制, 关键ROS类型","{""data"": {""result"": ""{\""topics\"":\""卵巢不敏感综合征 (Ovarian Insensitivity)\"",\""keywords\"":\""NLRP3炎症小体, 分子机制, 关键ROS类型\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0d33c167eef2478e8f6ce32ed4983213"", ""object"": ""chat.completion"", ""created"": 1781077977, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""卵巢不敏感综合征 (Ovarian Insensitivity)\"",\""keywords\"":\""NLRP3炎症小体, 分子机制, 关键ROS类型\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 33, ""total_tokens"": 129}}}","{""topics"": ""卵巢不敏感综合征 (Ovarian Insensitivity)"", ""keywords"": ""NLRP3炎症小体, 分子机制, 关键ROS类型""}"
topic和keywords,局部复发直肠癌 综述,直肠癌,局部复发,直肠癌,"局部复发, 综述","{""data"": {""result"": ""{\""topics\"":\""直肠癌\"",\""keywords\"":\""局部复发, 综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9ba08f104dc648b7930bcc66e3f1cb3c"", ""object"": ""chat.completion"", ""created"": 1781077978, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""直肠癌\"",\""keywords\"":\""局部复发, 综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 80, ""completion_tokens"": 13, ""total_tokens"": 93}}}","{""topics"": ""直肠癌"", ""keywords"": ""局部复发, 综述""}"
topic和keywords,呋喹替尼在国内获批用于crc几线治疗,crc,呋喹替尼；获批；几线治疗,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-835743ae88714700a57c55f6f77b3eab"", ""object"": ""chat.completion"", ""created"": 1781077978, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 6, ""total_tokens"": 93}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,视网膜静脉阻塞疾病概念，以及流行率、危害、预防及治疗的重要性等,,,视网膜静脉阻塞疾病,"概念, 流行率, 危害, 预防, 治疗, 重要性","{""data"": {""result"": ""{\""topics\"":\""视网膜静脉阻塞疾病\"",\""keywords\"":\""概念, 流行率, 危害, 预防, 治疗, 重要性\""}""}, ""raw_openai"": {""id"": ""chatcmpl-69eff109e1a4451ab2ca69dcb3fe3200"", ""object"": ""chat.completion"", ""created"": 1781077978, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""视网膜静脉阻塞疾病\"",\""keywords\"":\""概念, 流行率, 危害, 预防, 治疗, 重要性\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 28, ""total_tokens"": 120}}}","{""topics"": ""视网膜静脉阻塞疾病"", ""keywords"": ""概念, 流行率, 危害, 预防, 治疗, 重要性""}"
topic和keywords,成年人骨质疏松症的治疗和预防策略有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9dd5b35441684a36b255dcdf16095635"", ""object"": ""chat.completion"", ""created"": 1781077979, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 6, ""total_tokens"": 90}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,如何使用WHONET软件分析Excel格式的细菌耐药性数据,,,细菌耐药性,"WHONET, 分析, Excel格式, 数据","{""data"": {""result"": ""{\""topics\"":\""细菌耐药性\"",\""keywords\"":\""WHONET, 分析, Excel格式, 数据\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a91e00eba31045bd9898f92d2eabbc70"", ""object"": ""chat.completion"", ""created"": 1781077979, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""细菌耐药性\"",\""keywords\"":\""WHONET, 分析, Excel格式, 数据\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 22, ""total_tokens"": 109}}}","{""topics"": ""细菌耐药性"", ""keywords"": ""WHONET, 分析, Excel格式, 数据""}"
topic和keywords,特应性皮炎的流行病学特征是什么？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-68c5452e72b246c0a1f0cf7d2fa65db9"", ""object"": ""chat.completion"", ""created"": 1781077979, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 6, ""total_tokens"": 89}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,64岁男性，距肛5cm低位直肠癌，术前分期cT2，系膜淋巴结阴性，侧方淋巴结疑似阳性（8mm）的治疗方案选择。,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fa5b04ed4bed4305ae3b484ce9711408"", ""object"": ""chat.completion"", ""created"": 1781077980, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 6, ""total_tokens"": 117}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,最新国际会议中，人血白蛋白在肝硬化并发症临床应用中的方案探讨内容有哪些？,肝硬化；人血白蛋白,并发症；临床应用方案,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3eb8544b4eb0488da47f24959330179b"", ""object"": ""chat.completion"", ""created"": 1781077980, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 94, ""completion_tokens"": 6, ""total_tokens"": 100}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,WCLC中公布了哪些靶向治疗研究结果,靶向治疗,研究结果,WCLC,"靶向治疗, 研究结果","{""data"": {""result"": ""{\""topics\"":\""WCLC\"",\""keywords\"":\""靶向治疗, 研究结果\""}""}, ""raw_openai"": {""id"": ""chatcmpl-09d66fb04bfe4aa49743f5688fcccd8c"", ""object"": ""chat.completion"", ""created"": 1781077980, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""WCLC\"",\""keywords\"":\""靶向治疗, 研究结果\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 16, ""total_tokens"": 101}}}","{""topics"": ""WCLC"", ""keywords"": ""靶向治疗, 研究结果""}"
topic和keywords,神经重症患者镇痛镇静治疗对交感神经系统功能的影响及调节机制研究,,,神经重症患者,"镇痛镇静, 交感神经系统, 功能影响, 调节机制","{""data"": {""result"": ""{\""topics\"":\""神经重症患者\"",\""keywords\"":\""镇痛镇静, 交感神经系统, 功能影响, 调节机制\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fe721a1a176c4e74a6c6adb6764600a8"", ""object"": ""chat.completion"", ""created"": 1781077981, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""神经重症患者\"",\""keywords\"":\""镇痛镇静, 交感神经系统, 功能影响, 调节机制\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 25, ""total_tokens"": 116}}}","{""topics"": ""神经重症患者"", ""keywords"": ""镇痛镇静, 交感神经系统, 功能影响, 调节机制""}"
topic和keywords,不同类型降血脂机制对肝癌预防效果机制研究现状,肝癌,降血脂；机制,降血脂机制,"肝癌, 预防, 效果, 机制, 研究现状","{""data"": {""result"": ""{\""topics\"":\""降血脂机制\"",\""keywords\"":\""肝癌, 预防, 效果, 机制, 研究现状\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cb9ca9f36d5d4628a295b8226eda802b"", ""object"": ""chat.completion"", ""created"": 1781077982, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""降血脂机制\"",\""keywords\"":\""肝癌, 预防, 效果, 机制, 研究现状\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 24, ""total_tokens"": 110}}}","{""topics"": ""降血脂机制"", ""keywords"": ""肝癌, 预防, 效果, 机制, 研究现状""}"
topic和keywords,什么是胃食管返流病,胃食管返流病,,胃食管返流病,"定义, 病理机制, 临床表现, 诊断标准, 治疗指南","{""data"": {""result"": ""{\""topics\"":\""胃食管返流病\"",\""keywords\"":\""定义, 病理机制, 临床表现, 诊断标准, 治疗指南\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6c3343e21e0c44a0bb1ad9e23d550b30"", ""object"": ""chat.completion"", ""created"": 1781077982, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""胃食管返流病\"",\""keywords\"":\""定义, 病理机制, 临床表现, 诊断标准, 治疗指南\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 28, ""total_tokens"": 109}}}","{""topics"": ""胃食管返流病"", ""keywords"": ""定义, 病理机制, 临床表现, 诊断标准, 治疗指南""}"
topic和keywords,伏欣奇拜单抗治疗痛风的维持治疗方案及临床经验,,,痛风,"伏欣奇拜单抗, 维持治疗, 治疗方案, 临床经验","{""data"": {""result"": ""{\""topics\"":\""痛风\"",\""keywords\"":\""伏欣奇拜单抗, 维持治疗, 治疗方案, 临床经验\""}""}, ""raw_openai"": {""id"": ""chatcmpl-77e44686402c425e991fb3fc41a17642"", ""object"": ""chat.completion"", ""created"": 1781077983, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""痛风\"",\""keywords\"":\""伏欣奇拜单抗, 维持治疗, 治疗方案, 临床经验\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 23, ""total_tokens"": 110}}}","{""topics"": ""痛风"", ""keywords"": ""伏欣奇拜单抗, 维持治疗, 治疗方案, 临床经验""}"
topic和keywords,SELENBP1基因的生物学功能及临床意义,,,SELENBP1基因,"生物学功能, 临床意义","{""data"": {""result"": ""{\""topics\"":\""SELENBP1基因\"",\""keywords\"":\""生物学功能, 临床意义\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4e10511d32534ad7a7b6adfc4e3e966e"", ""object"": ""chat.completion"", ""created"": 1781077983, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""SELENBP1基因\"",\""keywords\"":\""生物学功能, 临床意义\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 18, ""total_tokens"": 103}}}","{""topics"": ""SELENBP1基因"", ""keywords"": ""生物学功能, 临床意义""}"
topic和keywords,脑卒中后睡眠障碍中肿瘤坏死因子和环磷腺苷作为睡眠因子的作用机制研究,,,脑卒中后睡眠障碍,"肿瘤坏死因子, 环磷腺苷, 睡眠因子, 作用机制","{""data"": {""result"": ""{\""topics\"":\""脑卒中后睡眠障碍\"",\""keywords\"":\""肿瘤坏死因子, 环磷腺苷, 睡眠因子, 作用机制\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a6703ad60e7848f58af4f62a96163f0d"", ""object"": ""chat.completion"", ""created"": 1781077984, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""脑卒中后睡眠障碍\"",\""keywords\"":\""肿瘤坏死因子, 环磷腺苷, 睡眠因子, 作用机制\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 29, ""total_tokens"": 125}}}","{""topics"": ""脑卒中后睡眠障碍"", ""keywords"": ""肿瘤坏死因子, 环磷腺苷, 睡眠因子, 作用机制""}"
topic和keywords,环状RNA作为核酸疫苗面临的主要问题与挑战有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f6f620c85cad45d68d44626adc56fd23"", ""object"": ""chat.completion"", ""created"": 1781077984, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 6, ""total_tokens"": 92}}}","{""topics"": """", ""keywords"": """"}"
